"Year","Nat.Elec.Rate","Rural.Elec.Rate","Urban.Elec.Rate","country"
" 2004","0"," 0"," 0","Saint Helena"
" 2005","0"," 0"," 0","Saint Helena"
" 2006","0"," 0"," 0","Saint Helena"
" 2007","0"," 0"," 0","Saint Helena"
" 2008","0"," 0"," 0","Saint Helena"
" 2009","0"," 0"," 0","Saint Helena"
" 2010","0"," 0"," 0","Saint Helena"
" 2011","0"," 0"," 0","Saint Helena"
" 2012"," 0"," 0"," 0","Saint Helena"
" 2013"," 0"," 0"," 0","Saint Helena"
" 2014"," 0"," 0"," 0","Saint Helena"
" 1990","87.06"," 95","0","Saint Kitts And Nevis"
" 1991","87.69"," 95.27"," 0","Saint Kitts And Nevis"
" 1992","88.31"," 95.54"," 0","Saint Kitts And Nevis"
" 1993","88.93","95.8"," 0","Saint Kitts And Nevis"
" 1994","89.55"," 96.06"," 0","Saint Kitts And Nevis"
" 1995","90.16"," 96.31"," 0","Saint Kitts And Nevis"
" 1996","90.76"," 96.55"," 0","Saint Kitts And Nevis"
" 1997","91.34"," 96.77"," 0","Saint Kitts And Nevis"
" 1998","91.91"," 96.97"," 0","Saint Kitts And Nevis"
" 1999","92.46"," 97.15"," 0","Saint Kitts And Nevis"
" 2000","93","97.31"," 0","Saint Kitts And Nevis"
" 2001","93.53"," 97.46"," 0","Saint Kitts And Nevis"
" 2002","94.04"," 97.61","86.6","Saint Kitts And Nevis"
" 2003","94.55"," 97.76"," 87.82","Saint Kitts And Nevis"
" 2004","95.07"," 97.92"," 89.05","Saint Kitts And Nevis"
" 2005","95.58"," 98.11"," 90.24","Saint Kitts And Nevis"
" 2006","96.11","98.3"," 91.45","Saint Kitts And Nevis"
" 2007","96.65"," 98.52"," 92.66","Saint Kitts And Nevis"
" 2008"," 97.2"," 98.75"," 93.87","Saint Kitts And Nevis"
" 2009","97.76"," 99.01"," 95.07","Saint Kitts And Nevis"
" 2010","98.32"," 99.28"," 96.28","Saint Kitts And Nevis"
" 2011","98.88"," 99.54"," 97.47","Saint Kitts And Nevis"
" 2012"," 99.38","99.76","98.56","Saint Kitts And Nevis"
" 2013"," 99.75","99.91","99.41","Saint Kitts And Nevis"
" 2014","100","100","100","Saint Kitts And Nevis"
" 1990","82.48"," 78.36"," 0","Saint Lucia"
" 1991","83.19"," 79.17"," 0","Saint Lucia"
" 1992"," 83.9"," 79.97"," 0","Saint Lucia"
" 1993","84.62"," 80.78"," 0","Saint Lucia"
" 1994","85.32"," 81.58"," 0","Saint Lucia"
" 1995","86.02"," 82.36"," 0","Saint Lucia"
" 1996","86.71"," 83.14"," 0","Saint Lucia"
" 1997","87.38","83.9"," 0","Saint Lucia"
" 1998","88.04"," 84.64"," 0","Saint Lucia"
" 1999","88.68"," 85.36"," 0","Saint Lucia"
" 2000"," 89.3"," 86.06"," 0","Saint Lucia"
" 2001"," 89.9"," 86.68","95.9","Saint Lucia"
" 2002","90.52"," 87.44"," 99.13","Saint Lucia"
" 2003","91.12"," 88.13"," 99.99","Saint Lucia"
" 2004","91.73"," 88.83","100","Saint Lucia"
" 2005","92.33"," 89.54","100","Saint Lucia"
" 2006","92.95"," 90.27","100","Saint Lucia"
" 2007","93.58"," 91.03","100","Saint Lucia"
" 2008","94.21"," 91.81","100","Saint Lucia"
" 2009","94.86","92.6","100","Saint Lucia"
" 2010","95.51"," 93.42","100","Saint Lucia"
" 2011","96.17"," 94.24","100","Saint Lucia"
" 2012"," 96.84","95.07"," 100","Saint Lucia"
" 2013","97.5","95.91"," 100","Saint Lucia"
" 2014"," 98.16","96.74"," 100","Saint Lucia"
" 1990"," 100"," 100"," 100","Saint Martin French Part"
" 1991"," 100"," 100"," 100","Saint Martin French Part"
" 1992"," 100"," 100"," 100","Saint Martin French Part"
" 1993"," 100"," 100"," 100","Saint Martin French Part"
" 1994"," 100"," 100"," 100","Saint Martin French Part"
" 1995"," 100"," 100"," 100","Saint Martin French Part"
" 1996"," 100"," 100"," 100","Saint Martin French Part"
" 1997"," 100"," 100"," 100","Saint Martin French Part"
" 1998"," 100"," 100"," 100","Saint Martin French Part"
" 1999"," 100"," 100"," 100","Saint Martin French Part"
" 2000"," 100"," 100"," 100","Saint Martin French Part"
" 2001"," 100"," 100"," 100","Saint Martin French Part"
" 2002"," 100"," 100"," 100","Saint Martin French Part"
" 2003"," 100"," 100"," 100","Saint Martin French Part"
" 2004"," 100"," 100"," 100","Saint Martin French Part"
" 2005"," 100"," 100"," 100","Saint Martin French Part"
" 2006"," 100"," 100"," 100","Saint Martin French Part"
" 2007"," 100"," 100"," 100","Saint Martin French Part"
" 2008"," 100"," 100"," 100","Saint Martin French Part"
" 2009"," 100"," 100"," 100","Saint Martin French Part"
" 2010"," 100"," 100"," 100","Saint Martin French Part"
" 2011"," 100"," 100"," 100","Saint Martin French Part"
" 2012","100","100","100","Saint Martin French Part"
" 2013","100","100","100","Saint Martin French Part"
" 2014","100","100","100","Saint Martin French Part"
" 1990","0"," 0"," 0","Saint Pierre And Miquelon"
" 1991","0"," 0"," 0","Saint Pierre And Miquelon"
" 1992","0"," 0"," 0","Saint Pierre And Miquelon"
" 1993","0"," 0"," 0","Saint Pierre And Miquelon"
" 1994","0"," 0"," 0","Saint Pierre And Miquelon"
" 1995","0"," 0"," 0","Saint Pierre And Miquelon"
" 1996","0"," 0"," 0","Saint Pierre And Miquelon"
" 1997","0"," 0"," 0","Saint Pierre And Miquelon"
" 1998","0"," 0"," 0","Saint Pierre And Miquelon"
" 1999","0"," 0"," 0","Saint Pierre And Miquelon"
" 2000","0"," 0"," 0","Saint Pierre And Miquelon"
" 2001","0"," 0"," 0","Saint Pierre And Miquelon"
" 2002","0"," 0"," 0","Saint Pierre And Miquelon"
" 2003","0"," 0"," 0","Saint Pierre And Miquelon"
" 2004","0"," 0"," 0","Saint Pierre And Miquelon"
" 2005","0"," 0"," 0","Saint Pierre And Miquelon"
" 2006","0"," 0"," 0","Saint Pierre And Miquelon"
" 2007","0"," 0"," 0","Saint Pierre And Miquelon"
" 2008","0"," 0"," 0","Saint Pierre And Miquelon"
" 2009","0"," 0"," 0","Saint Pierre And Miquelon"
" 2010","0"," 0"," 0","Saint Pierre And Miquelon"
" 2011","0"," 0"," 0","Saint Pierre And Miquelon"
" 2012"," 0"," 0"," 0","Saint Pierre And Miquelon"
" 2013"," 0"," 0"," 0","Saint Pierre And Miquelon"
" 2014"," 0"," 0"," 0","Saint Pierre And Miquelon"
" 1990"," 65.9"," 66.05"," 0","Saint Vincent And Grenadines"
" 1991"," 66.8"," 67.29"," 0","Saint Vincent And Grenadines"
" 1992","68.78"," 68.53"," 69.13","Saint Vincent And Grenadines"
" 1993","70.22"," 69.76"," 70.83","Saint Vincent And Grenadines"
" 1994","71.65"," 70.99"," 72.52","Saint Vincent And Grenadines"
" 1995","73.08"," 72.21","74.2","Saint Vincent And Grenadines"
" 1996","74.49"," 73.42"," 75.86","Saint Vincent And Grenadines"
" 1997","75.89"," 74.61"," 77.51","Saint Vincent And Grenadines"
" 1998","77.27"," 75.78"," 79.13","Saint Vincent And Grenadines"
" 1999","78.64"," 76.93"," 80.74","Saint Vincent And Grenadines"
" 2000","79.99"," 78.07"," 82.32","Saint Vincent And Grenadines"
" 2001","82.41"," 78.87"," 86.67","Saint Vincent And Grenadines"
" 2002","82.66"," 80.31"," 85.43","Saint Vincent And Grenadines"
" 2003","83.99"," 81.43"," 86.96","Saint Vincent And Grenadines"
" 2004","85.32"," 82.56"," 88.47","Saint Vincent And Grenadines"
" 2005","86.65"," 83.71"," 89.97","Saint Vincent And Grenadines"
" 2006","87.99"," 84.87"," 91.47","Saint Vincent And Grenadines"
" 2007","88.79"," 86.25"," 91.23","Saint Vincent And Grenadines"
" 2008","90.71"," 87.27"," 94.43","Saint Vincent And Grenadines"
" 2009","92.09","88.5","95.9","Saint Vincent And Grenadines"
" 2010","93.47"," 89.74"," 97.37","Saint Vincent And Grenadines"
" 2011","94.85"," 91","98.84","Saint Vincent And Grenadines"
" 2012"," 96.24","92.26"," 100","Saint Vincent And Grenadines"
" 2013"," 97.63","93.53"," 100","Saint Vincent And Grenadines"
" 2014"," 99.02"," 94.8"," 100","Saint Vincent And Grenadines"
" 1990","77.74"," 92.14"," 0","Samoa"
" 1991"," 78.8","92.4"," 0","Samoa"
" 1992"," 79.7"," 92.66"," 31.68","Samoa"
" 1993","80.67"," 92.92"," 35.56","Samoa"
" 1994","80","93.17"," 31.75","Samoa"
" 1995","82.61"," 93.41"," 43.24","Samoa"
" 1996","83.56"," 93.63"," 47.03","Samoa"
" 1997"," 84.5"," 93.84"," 50.79","Samoa"
" 1998","85.42"," 94.04"," 54.51","Samoa"
" 1999","86.33"," 94.21"," 58.19","Samoa"
" 2000","87.21"," 94.36"," 61.84","Samoa"
" 2001","88.09"," 94.51"," 65.45","Samoa"
" 2002","88.96"," 94.65"," 68.75","Samoa"
" 2003","89.83"," 94.79"," 71.95","Samoa"
" 2004"," 90.7"," 94.94"," 75.19","Samoa"
" 2005","91.57","95.1"," 78.47","Samoa"
" 2006","96.37"," 95.76"," 98.57","Samoa"
" 2007","93.35"," 95.49"," 85.15","Samoa"
" 2008","94.25"," 95.72"," 88.54","Samoa"
" 2009","95.16"," 95.97"," 91.97","Samoa"
" 2010","96.08"," 96.24"," 95.45","Samoa"
" 2011","96.67"," 96.15"," 98.68","Samoa"
" 2012"," 97.93","96.79"," 100","Samoa"
" 2013"," 98.86","97.08"," 100","Samoa"
" 2014","97.9"," 97.6","99.4","Samoa"
" 1990"," 100"," 100"," 100","San Marino"
" 1991"," 100"," 100"," 100","San Marino"
" 1992"," 100"," 100"," 100","San Marino"
" 1993"," 100"," 100"," 100","San Marino"
" 1994"," 100"," 100"," 100","San Marino"
" 1995"," 100"," 100"," 100","San Marino"
" 1996"," 100"," 100"," 100","San Marino"
" 1997"," 100"," 100"," 100","San Marino"
" 1998"," 100"," 100"," 100","San Marino"
" 1999"," 100"," 100"," 100","San Marino"
" 2000"," 100"," 100"," 100","San Marino"
" 2001"," 100"," 100"," 100","San Marino"
" 2002"," 100"," 100"," 100","San Marino"
" 2003"," 100"," 100"," 100","San Marino"
" 2004"," 100"," 100"," 100","San Marino"
" 2005"," 100"," 100"," 100","San Marino"
" 2006"," 100"," 100"," 100","San Marino"
" 2007"," 100"," 100"," 100","San Marino"
" 2008"," 100"," 100"," 100","San Marino"
" 2009"," 100"," 100"," 100","San Marino"
" 2010"," 100"," 100"," 100","San Marino"
" 2011"," 100"," 100"," 100","San Marino"
" 2012","100","100","100","San Marino"
" 2013","100","100","100","San Marino"
" 2014","100","100","100","San Marino"
" 1990","42.48"," 29.35"," 0","Sao Tome And Principe"
" 1991","43.42"," 30.25"," 0","Sao Tome And Principe"
" 1992","44.36"," 31.14"," 0","Sao Tome And Principe"
" 1993"," 45.3"," 32.03"," 0","Sao Tome And Principe"
" 1994","46.23"," 32.91"," 0","Sao Tome And Principe"
" 1995","47.15"," 33.79"," 0","Sao Tome And Principe"
" 1996","48.07"," 34.65"," 0","Sao Tome And Principe"
" 1997","48.97","35.5"," 0","Sao Tome And Principe"
" 1998","49.85"," 36.32"," 0","Sao Tome And Principe"
" 1999","50.72"," 37.13"," 0","Sao Tome And Principe"
" 2000"," 52.9"," 38.97"," 64.09","Sao Tome And Principe"
" 2001","52.41"," 38.69"," 63.92","Sao Tome And Principe"
" 2002","53.24"," 39.47"," 64.36","Sao Tome And Principe"
" 2003","54.07"," 40.25"," 64.83","Sao Tome And Principe"
" 2004"," 54.9"," 41.03"," 65.31","Sao Tome And Principe"
" 2005","55.74"," 41.83"," 65.81","Sao Tome And Principe"
" 2006","56.58"," 42.65"," 66.32","Sao Tome And Principe"
" 2007","57.43"," 43.49"," 66.87","Sao Tome And Principe"
" 2008"," 58.3"," 44.35"," 67.43","Sao Tome And Principe"
" 2009"," 56.9","44.2","69.8","Sao Tome And Principe"
" 2010","60.05"," 46.14"," 68.62","Sao Tome And Principe"
" 2011","60.94"," 47.05"," 69.24","Sao Tome And Principe"
" 2012","57.9"," 43.3"," 65.3","Sao Tome And Principe"
" 2013"," 62.72","48.89","70.53","Sao Tome And Principe"
" 2014","68.6"," 54.8"," 75.8","Sao Tome And Principe"
" 1990","0"," 0"," 0","Saudi Arabia"
" 1991","0"," 0"," 0","Saudi Arabia"
" 1992","0"," 0"," 0","Saudi Arabia"
" 1993","0"," 0"," 0","Saudi Arabia"
" 1994","0"," 0"," 0","Saudi Arabia"
" 1995","0"," 0"," 0","Saudi Arabia"
" 1996","0"," 0"," 0","Saudi Arabia"
" 1997","0"," 0"," 0","Saudi Arabia"
" 1998","0"," 0"," 0","Saudi Arabia"
" 1999","0"," 0"," 0","Saudi Arabia"
" 2000","0"," 0"," 0","Saudi Arabia"
" 2001","0"," 0"," 0","Saudi Arabia"
" 2002","0"," 0"," 0","Saudi Arabia"
" 2003","0"," 0"," 0","Saudi Arabia"
" 2004"," 100"," 100"," 100","Saudi Arabia"
" 2005"," 100"," 100"," 100","Saudi Arabia"
" 2006"," 100"," 100"," 100","Saudi Arabia"
" 2007"," 100"," 100"," 100","Saudi Arabia"
" 2008"," 100"," 100"," 100","Saudi Arabia"
" 2009"," 100"," 100"," 100","Saudi Arabia"
" 2010"," 100"," 100"," 100","Saudi Arabia"
" 2011"," 100"," 100"," 100","Saudi Arabia"
" 2012","100","100","100","Saudi Arabia"
" 2013","100","100","100","Saudi Arabia"
" 2014","100","100","100","Saudi Arabia"
" 1990","19.55","0","0","Senegal"
" 1991","21.31","0.02"," 0","Senegal"
" 1992","23.06","0.11"," 0","Senegal"
" 1993","26","2.2","58.6","Senegal"
" 1994","26.57","0.68"," 66.27","Senegal"
" 1995","28.31"," 2.2","68.1","Senegal"
" 1996","30.04","3.71"," 69.93","Senegal"
" 1997"," 32.2","6"," 68.9","Senegal"
" 1998","33.46","6.68"," 73.54","Senegal"
" 1999"," 36.2"," 7.8","72.8","Senegal"
" 2000","36.81","9.57"," 77.09","Senegal"
" 2001","38.47"," 11","78.84","Senegal"
" 2002"," 36.8","9.59"," 74.17","Senegal"
" 2003","41.76"," 13.85","82.3","Senegal"
" 2004"," 36.8","8","78.34","Senegal"
" 2005"," 47.1","15.8","80.4","Senegal"
" 2006"," 49.9","20.7","83.6","Senegal"
" 2007","48.39"," 19.68"," 88.83","Senegal"
" 2008","50.07","21.2"," 90.38","Senegal"
" 2009"," 53.5","26.4","83.4","Senegal"
" 2010","53.46"," 24.28"," 93.38","Senegal"
" 2011"," 56.5","26.6","87.8","Senegal"
" 2012"," 56.87"," 27.4","96.28","Senegal"
" 2013"," 57","27.5"," 87.8","Senegal"
" 2014"," 61","32.7","85","Senegal"
" 1990","93.96"," 99.84","100","Serbia"
" 1991"," 94.5"," 99.89","100","Serbia"
" 1992","95.05"," 99.94","100","Serbia"
" 1993","95.59"," 99.98","100","Serbia"
" 1994","96.12"," 99.99","100","Serbia"
" 1995","96.65","100"," 100","Serbia"
" 1996","97.17","100"," 100","Serbia"
" 1997","97.67","100"," 100","Serbia"
" 1998","98.15","100"," 100","Serbia"
" 1999","98.62","100"," 100","Serbia"
" 2000","99.07"," 99.99","100","Serbia"
" 2001","99.47"," 99.98","100","Serbia"
" 2002"," 100","99.95","100","Serbia"
" 2003","99.93","99.9"," 99.96","Serbia"
" 2004","99.99"," 99.86","100","Serbia"
" 2005"," 100","99.84","100","Serbia"
" 2006"," 100","99.84","100","Serbia"
" 2007"," 100","99.84","100","Serbia"
" 2008"," 100","99.86","100","Serbia"
" 2009"," 100"," 99.9","100","Serbia"
" 2010"," 100","99.95","100","Serbia"
" 2011"," 100","99.98","100","Serbia"
" 2012","100"," 99.99"," 100","Serbia"
" 2013","100","100","100","Serbia"
" 2014","100","100","100","Serbia"
" 1990","89.29","56.3"," 0","Seychelles"
" 1991","89.77"," 58.11"," 0","Seychelles"
" 1992","90.26"," 59.92"," 0","Seychelles"
" 1993","90.75"," 61.72"," 0","Seychelles"
" 1994","90","63.52"," 0","Seychelles"
" 1995"," 91.7"," 65.32","100","Seychelles"
" 1996","92.16"," 67.09","100","Seychelles"
" 1997","92","68.85","100","Seychelles"
" 1998","93.04","70.6","100","Seychelles"
" 1999","93.45"," 72.32","100","Seychelles"
" 2000","93.85"," 74.02","100","Seychelles"
" 2001","94.24"," 75.72","100","Seychelles"
" 2002"," 96.1"," 77.41","100","Seychelles"
" 2003","94.99","79.1","100","Seychelles"
" 2004","95.37","80.8","100","Seychelles"
" 2005","95.75"," 82.51","100","Seychelles"
" 2006","99","84.25","100","Seychelles"
" 2007","96.54"," 86.01","100","Seychelles"
" 2008","96.95"," 87.79","100","Seychelles"
" 2009","97.37"," 89.59","100","Seychelles"
" 2010","97"," 91.4","100","Seychelles"
" 2011","98.23"," 93.23","100","Seychelles"
" 2012"," 98.67","95.06"," 100","Seychelles"
" 2013"," 98","96.9","98.97","Seychelles"
" 2014"," 99.54","98.74"," 100","Seychelles"
" 1990","18.36","1.66"," 0","Sierra Leone"
" 1991"," 18.2","1.68"," 0","Sierra Leone"
" 1992","18.05","1.69"," 0","Sierra Leone"
" 1993","17.88"," 1.7"," 0","Sierra Leone"
" 1994","17.72","1.71"," 0","Sierra Leone"
" 1995","17.54"," 1.7"," 0","Sierra Leone"
" 1996","17.35","1.68"," 0","Sierra Leone"
" 1997","17.16","1.65"," 0","Sierra Leone"
" 1998","16.94"," 1.6"," 0","Sierra Leone"
" 1999","16.71","1.52"," 0","Sierra Leone"
" 2000","16.46","1.43"," 0","Sierra Leone"
" 2001"," 16.2","1.33"," 0","Sierra Leone"
" 2002","15.93","1.22"," 0","Sierra Leone"
" 2003","15.66","1.12"," 0","Sierra Leone"
" 2004"," 16.8","1.03"," 0","Sierra Leone"
" 2005","15.12","0.94"," 39.43","Sierra Leone"
" 2006","14.87","0.88"," 38.58","Sierra Leone"
" 2007","14.62","0.85"," 37.71","Sierra Leone"
" 2008"," 12.1"," 1.4","33.1","Sierra Leone"
" 2009","14.16","0.84"," 35.96","Sierra Leone"
" 2010","13.94","0.85"," 35.07","Sierra Leone"
" 2011"," 14.2","0.29"," 35.75","Sierra Leone"
" 2012"," 13.51"," 0.92","33.31","Sierra Leone"
" 2013","13.5","0.7"," 41.4","Sierra Leone"
" 2014","13.1"," 1.01","31.56","Sierra Leone"
" 1990"," 100"," 100"," 100","Singapore"
" 1991"," 100"," 100"," 100","Singapore"
" 1992"," 100"," 100"," 100","Singapore"
" 1993"," 100"," 100"," 100","Singapore"
" 1994"," 100"," 100"," 100","Singapore"
" 1995"," 100"," 100"," 100","Singapore"
" 1996"," 100"," 100"," 100","Singapore"
" 1997"," 100"," 100"," 100","Singapore"
" 1998"," 100"," 100"," 100","Singapore"
" 1999"," 100"," 100"," 100","Singapore"
" 2000"," 100"," 100"," 100","Singapore"
" 2001"," 100"," 100"," 100","Singapore"
" 2002"," 100"," 100"," 100","Singapore"
" 2003"," 100"," 100"," 100","Singapore"
" 2004"," 100"," 100"," 100","Singapore"
" 2005"," 100"," 100"," 100","Singapore"
" 2006"," 100"," 100"," 100","Singapore"
" 2007"," 100"," 100"," 100","Singapore"
" 2008"," 100"," 100"," 100","Singapore"
" 2009"," 100"," 100"," 100","Singapore"
" 2010"," 100"," 100"," 100","Singapore"
" 2011"," 100"," 100"," 100","Singapore"
" 2012","100","100","100","Singapore"
" 2013","100","100","100","Singapore"
" 2014","100","100","100","Singapore"
" 1990"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 1991"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 1992"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 1993"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 1994"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 1995"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 1996"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 1997"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 1998"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 1999"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 2000"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 2001"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 2002"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 2003"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 2004"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 2005"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 2006"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 2007"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 2008"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 2009"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 2010"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 2011"," 100"," 100"," 100","Sint Maarten Dutch Part"
" 2012","100","100","100","Sint Maarten Dutch Part"
" 2013","100","100","100","Sint Maarten Dutch Part"
" 2014","100","100","100","Sint Maarten Dutch Part"
" 1990"," 100"," 100"," 100","Slovakia"
" 1991"," 100"," 100"," 100","Slovakia"
" 1992"," 100"," 100"," 100","Slovakia"
" 1993"," 100"," 100"," 100","Slovakia"
" 1994"," 100"," 100"," 100","Slovakia"
" 1995"," 100"," 100"," 100","Slovakia"
" 1996"," 100"," 100"," 100","Slovakia"
" 1997"," 100"," 100"," 100","Slovakia"
" 1998"," 100"," 100"," 100","Slovakia"
" 1999"," 100"," 100"," 100","Slovakia"
" 2000"," 100"," 100"," 100","Slovakia"
" 2001"," 100"," 100"," 100","Slovakia"
" 2002"," 100"," 100"," 100","Slovakia"
" 2003"," 100"," 100"," 100","Slovakia"
" 2004"," 100"," 100"," 100","Slovakia"
" 2005"," 100"," 100"," 100","Slovakia"
" 2006"," 100"," 100"," 100","Slovakia"
" 2007"," 100"," 100"," 100","Slovakia"
" 2008"," 100"," 100"," 100","Slovakia"
" 2009"," 100"," 100"," 100","Slovakia"
" 2010"," 100"," 100"," 100","Slovakia"
" 2011"," 100"," 100"," 100","Slovakia"
" 2012","100","100","100","Slovakia"
" 2013","100","100","100","Slovakia"
" 2014","100","100","100","Slovakia"
" 1990"," 100"," 100"," 100","Slovenia"
" 1991"," 100"," 100"," 100","Slovenia"
" 1992"," 100"," 100"," 100","Slovenia"
" 1993"," 100"," 100"," 100","Slovenia"
" 1994"," 100"," 100"," 100","Slovenia"
" 1995"," 100"," 100"," 100","Slovenia"
" 1996"," 100"," 100"," 100","Slovenia"
" 1997"," 100"," 100"," 100","Slovenia"
" 1998"," 100"," 100"," 100","Slovenia"
" 1999"," 100"," 100"," 100","Slovenia"
" 2000"," 100"," 100"," 100","Slovenia"
" 2001"," 100"," 100"," 100","Slovenia"
" 2002"," 100"," 100"," 100","Slovenia"
" 2003"," 100"," 100"," 100","Slovenia"
" 2004"," 100"," 100"," 100","Slovenia"
" 2005"," 100"," 100"," 100","Slovenia"
" 2006"," 100"," 100"," 100","Slovenia"
" 2007"," 100"," 100"," 100","Slovenia"
" 2008"," 100"," 100"," 100","Slovenia"
" 2009"," 100"," 100"," 100","Slovenia"
" 2010"," 100"," 100"," 100","Slovenia"
" 2011"," 100"," 100"," 100","Slovenia"
" 2012","100","100","100","Slovenia"
" 2013","100","100","100","Slovenia"
" 2014","100","100","100","Slovenia"
" 1990"," 0"," 0","0","Solomon Islands"
" 1991"," 0"," 0","0","Solomon Islands"
" 1992"," 0.01","0","0","Solomon Islands"
" 1993"," 0.07","0","0","Solomon Islands"
" 1994"," 0.33","0","0","Solomon Islands"
" 1995"," 1.06","0","0","Solomon Islands"
" 1996"," 2.15","0","0","Solomon Islands"
" 1997"," 4.02","0","0","Solomon Islands"
" 1998"," 5.87","0.04"," 0","Solomon Islands"
" 1999"," 15.7"," 5.1","55.1","Solomon Islands"
" 2000"," 9.52","1.01"," 54.83","Solomon Islands"
" 2001","11.33","2.06"," 59.28","Solomon Islands"
" 2002","13.13","4.43"," 56.85","Solomon Islands"
" 2003","14.93"," 6.8"," 54.59","Solomon Islands"
" 2004","16.73","9.19"," 52.49","Solomon Islands"
" 2005","18.53"," 11.58"," 50.55","Solomon Islands"
" 2006"," 14.4"," 6.5","61.2","Solomon Islands"
" 2007"," 12.9"," 5.4","68.6","Solomon Islands"
" 2008","24"," 18.9"," 45.54","Solomon Islands"
" 2009","21.15"," 21.38"," 20.21","Solomon Islands"
" 2010","27.69"," 23.87","42.9","Solomon Islands"
" 2011","29.54"," 26.38"," 41.79","Solomon Islands"
" 2012","31.4","28.89","40.84","Solomon Islands"
" 2013","44.7"," 41.3"," 60.4","Solomon Islands"
" 2014"," 35.11","33.93","39.36","Solomon Islands"
" 1990"," 0"," 0"," 0","Somalia"
" 1991"," 0"," 0"," 0","Somalia"
" 1992"," 0.02","0"," 0","Somalia"
" 1993","0.1","0"," 0","Somalia"
" 1994"," 0.38","0"," 0","Somalia"
" 1995"," 0.73","0"," 0","Somalia"
" 1996"," 1.74","0"," 0","Somalia"
" 1997"," 2.74","0"," 0","Somalia"
" 1998"," 3.72","0"," 0","Somalia"
" 1999"," 4.69","0.02","0","Somalia"
" 2000"," 5.64","0.09","0","Somalia"
" 2001"," 6.58","0.32","0","Somalia"
" 2002","7.4"," 0.5","22.2","Somalia"
" 2003"," 8.44","1.43"," 21.82","Somalia"
" 2004"," 9.36","2.23"," 22.75","Somalia"
" 2005"," 10.3","3.05"," 23.67","Somalia"
" 2006","11.24","3.89"," 24.57","Somalia"
" 2007","12.19","4.75"," 25.44","Somalia"
" 2008","13.16","5.63"," 26.31","Somalia"
" 2009","14.13","6.53"," 27.16","Somalia"
" 2010","15.11","7.45"," 28","Somalia"
" 2011","16.09","8.38"," 28.83","Somalia"
" 2012"," 17.08"," 9.32","29.66","Somalia"
" 2013"," 18.07","10.26","30.49","Somalia"
" 2014"," 19.06"," 11.2","31.31","Somalia"
" 1990","56.51"," 26.44"," 0","South Africa"
" 1991","57.94"," 28.36"," 0","South Africa"
" 1992","59.38"," 30.28"," 0","South Africa"
" 1993","60.81"," 32.19"," 0","South Africa"
" 1994","62.24","34.1"," 0","South Africa"
" 1995","63.66"," 36","0","South Africa"
" 1996"," 57.6"," 37.88"," 0","South Africa"
" 1997","66.46"," 39.75"," 87.92","South Africa"
" 1998"," 64.9","37.1","84.2","South Africa"
" 1999"," 69.2"," 43.44"," 89.12","South Africa"
" 2000","70.55"," 45.25"," 89.72","South Africa"
" 2001"," 70.2"," 47.05","87.4","South Africa"
" 2002"," 77.1"," 48.85"," 97.64","South Africa"
" 2003"," 78.8","57.4","87.7","South Africa"
" 2004"," 80.9"," 52.46","100","South Africa"
" 2005"," 80.9"," 54.28"," 98.99","South Africa"
" 2006"," 80.7"," 56.13"," 97.03","South Africa"
" 2007","82","57.99","97.6","South Africa"
" 2008"," 81.9"," 59.88"," 95.89","South Africa"
" 2009"," 82.7"," 61.79"," 95.69","South Africa"
" 2010"," 82.9"," 63.71"," 94.55","South Africa"
" 2011"," 84.7","64.1","91.4","South Africa"
" 2012","85.3","67.59","95.58","South Africa"
" 2013","85.4","69.54","94.41","South Africa"
" 2014"," 86"," 71.48","94.06","South Africa"
" 1990"," 0"," 0"," 0","South Sudan"
" 1991"," 0"," 0"," 0","South Sudan"
" 1992"," 0"," 0"," 0","South Sudan"
" 1993"," 0"," 0"," 0","South Sudan"
" 1994"," 0"," 0"," 0","South Sudan"
" 1995"," 0"," 0"," 0","South Sudan"
" 1996"," 0"," 0"," 0","South Sudan"
" 1997"," 0"," 0"," 0","South Sudan"
" 1998"," 0"," 0"," 0","South Sudan"
" 1999"," 0"," 0"," 0","South Sudan"
" 2000"," 0"," 0"," 0","South Sudan"
" 2001"," 0"," 0"," 0","South Sudan"
" 2002"," 0.01","0"," 0","South Sudan"
